time,"I(VEX0)","I(VEX60)","I(IIN1)","I(IIN3)","I(LST|X1)","I(LST|X2)","I(LST|X3)","I(L1|X4)","I(L2|X4)","I(L3|X4)","I(LCON)","I(LST|X5)","I(LOUT)"
5.543250e-09,9.951210e-04,2.468986e-04,1.000000e-05,1.000000e-05,-6.805074e-05,9.679362e-05,-6.805074e-05,-8.046977e-06,1.057574e-05,-8.046977e-06,-5.518211e-06,-2.744078e-06,-6.860195e-07
5.554250e-09,9.735644e-04,2.628868e-04,1.000000e-05,1.000000e-05,-6.807105e-05,9.607474e-05,-6.807105e-05,-7.995248e-06,1.053553e-05,-7.995248e-06,-5.454960e-06,-3.593733e-06,-8.984331e-07
5.565250e-09,9.474118e-04,2.776241e-04,1.000000e-05,1.000000e-05,-6.796711e-05,9.486540e-05,-6.796711e-05,-7.883497e-06,1.046374e-05,-7.883497e-06,-5.303254e-06,-5.372936e-06,-1.343234e-06
5.576250e-09,9.167218e-04,2.910542e-04,1.000000e-05,1.000000e-05,-6.770132e-05,9.284265e-05,-6.770132e-05,-7.629005e-06,1.035426e-05,-7.629005e-06,-4.903753e-06,-9.888866e-06,-2.472217e-06
5.587250e-09,8.816541e-04,3.031677e-04,1.000000e-05,1.000000e-05,-6.710185e-05,8.941151e-05,-6.710185e-05,-6.907867e-06,1.023282e-05,-6.907867e-06,-3.582918e-06,-2.464717e-05,-6.161793e-06
5.598250e-09,8.423958e-04,3.134418e-04,1.000000e-05,1.000000e-05,-6.580513e-05,8.310527e-05,-6.580513e-05,-4.761851e-06,1.020924e-05,-4.761851e-06,6.855362e-07,-7.235849e-05,-1.808962e-05
5.609250e-09,7.992408e-04,3.226748e-04,1.000000e-05,1.000000e-05,-6.444041e-05,6.848199e-05,-6.444041e-05,-3.443031e-06,9.324315e-06,-3.443031e-06,2.438253e-06,-9.282164e-05,-2.320541e-05
5.620250e-09,7.517675e-04,3.302027e-04,1.000000e-05,1.000000e-05,-6.237286e-05,2.471721e-05,-6.237286e-05,-1.965378e-06,6.185215e-06,-1.965378e-06,2.254459e-06,-9.504228e-05,-2.376057e-05
5.631250e-09,7.010828e-04,3.361591e-04,1.000000e-05,1.000000e-05,-5.936961e-05,-5.391396e-06,-5.936961e-05,-8.337644e-07,3.934109e-06,-8.337644e-07,2.266580e-06,-9.627775e-05,-2.406944e-05
5.642250e-09,6.473470e-04,3.405065e-04,1.000000e-05,1.000000e-05,-5.374724e-05,-3.489175e-06,-5.374724e-05,-4.339856e-07,3.752501e-06,-4.339856e-07,2.884530e-06,-9.636090e-05,-2.409022e-05
5.653250e-09,5.914401e-04,3.432153e-04,1.000000e-05,1.000000e-05,-3.436825e-05,-2.308011e-06,-3.436825e-05,1.036649e-06,2.737296e-06,1.036649e-06,4.810594e-06,-9.516891e-05,-2.379223e-05
5.664250e-09,5.320591e-04,3.443260e-04,1.000000e-05,1.000000e-05,2.364987e-06,-2.065884e-06,2.364987e-06,3.827090e-06,6.600950e-07,3.827090e-06,8.314276e-06,-9.155193e-05,-2.288798e-05
5.675250e-09,4.672537e-04,3.437729e-04,1.000000e-05,1.000000e-05,2.346930e-06,-1.694651e-06,2.346930e-06,3.817025e-06,6.874079e-07,3.817025e-06,8.321457e-06,-9.159728e-05,-2.289932e-05
5.686250e-09,4.023605e-04,3.415503e-04,1.000000e-05,1.000000e-05,2.285281e-06,-1.491771e-06,2.285281e-06,3.817580e-06,7.079016e-07,3.817580e-06,8.343062e-06,-9.188288e-05,-2.297072e-05
5.697250e-09,3.365109e-04,3.377141e-04,1.000000e-05,1.000000e-05,2.867234e-06,-1.366616e-06,2.867234e-06,3.867382e-06,6.857885e-07,3.867382e-06,8.420553e-06,-9.205551e-05,-2.301388e-05
5.708250e-09,2.677845e-04,3.322780e-04,1.000000e-05,1.000000e-05,2.669726e-06,-1.244274e-06,2.669726e-06,3.845896e-06,7.047729e-07,3.845896e-06,8.396566e-06,-9.199772e-05,-2.299943e-05
5.719250e-09,1.982774e-04,3.252382e-04,1.000000e-05,1.000000e-05,2.662087e-06,-1.179691e-06,2.662087e-06,3.824403e-06,7.047071e-07,3.824403e-06,8.353513e-06,-9.150994e-05,-2.287749e-05
5.730250e-09,1.279079e-04,3.166522e-04,1.000000e-05,1.000000e-05,2.811648e-06,-1.141980e-06,2.811648e-06,3.785975e-06,6.860528e-07,3.785975e-06,8.258003e-06,-9.024825e-05,-2.256206e-05
5.741250e-09,5.680420e-05,3.065550e-04,1.000000e-05,1.000000e-05,2.685424e-06,-1.121789e-06,2.685424e-06,3.675694e-06,6.684729e-07,3.675694e-06,8.019862e-06,-8.770075e-05,-2.192519e-05
5.752250e-09,-1.470161e-05,2.949859e-04,1.000000e-05,1.000000e-05,2.624085e-06,-1.140001e-06,2.624085e-06,3.481470e-06,6.209933e-07,3.481470e-06,7.583934e-06,-8.284635e-05,-2.071159e-05
5.763250e-09,-8.582119e-05,2.819987e-04,1.000000e-05,1.000000e-05,2.542677e-06,-1.199484e-06,2.542677e-06,3.095733e-06,5.217947e-07,3.095733e-06,6.713260e-06,-7.310590e-05,-1.827647e-05
5.774250e-09,-1.568154e-04,2.676257e-04,1.000000e-05,1.000000e-05,2.179895e-06,-1.339583e-06,2.179895e-06,2.181582e-06,2.998386e-07,2.181582e-06,4.663003e-06,-5.037036e-05,-1.259259e-05
5.785250e-09,-2.269339e-04,2.523029e-04,1.000000e-05,1.000000e-05,1.689783e-06,-1.565176e-06,1.689783e-06,6.688052e-07,-7.546318e-08,6.688052e-07,1.262147e-06,-1.252551e-05,-3.131378e-06
5.796250e-09,-2.959480e-04,2.353303e-04,1.000000e-05,1.000000e-05,1.598476e-06,-1.658638e-06,1.598476e-06,3.252341e-07,-1.654860e-07,3.252341e-07,4.849822e-07,-3.859302e-06,-9.648256e-07
5.807250e-09,-3.636357e-04,2.173949e-04,1.000000e-05,1.000000e-05,1.558566e-06,-1.742459e-06,1.558567e-06,2.889487e-07,-1.783538e-07,2.889487e-07,3.995435e-07,-2.953010e-06,-7.382525e-07
5.818250e-09,-4.295222e-04,1.984355e-04,1.000000e-05,1.000000e-05,1.531181e-06,-1.856637e-06,1.531181e-06,2.714121e-07,-1.896166e-07,2.714121e-07,3.532076e-07,-2.478821e-06,-6.197054e-07
5.829250e-09,-4.933738e-04,1.785273e-04,1.000000e-05,1.000000e-05,1.467907e-06,-2.012330e-06,1.467907e-06,2.590556e-07,-1.999575e-07,2.590556e-07,3.181537e-07,-2.180796e-06,-5.451990e-07
5.840250e-09,-5.548780e-04,1.577673e-04,1.000000e-05,1.000000e-05,1.332094e-06,-2.231360e-06,1.332094e-06,2.466266e-07,-2.096095e-07,2.466266e-07,2.836436e-07,-1.983965e-06,-4.959913e-07
5.851250e-09,-6.137254e-04,1.362540e-04,1.000000e-05,1.000000e-05,1.073394e-06,-2.552925e-06,1.073394e-06,2.298988e-07,-2.188203e-07,2.298988e-07,2.409773e-07,-1.855190e-06,-4.637976e-07
5.862250e-09,-6.696451e-04,1.140901e-04,1.000000e-05,1.000000e-05,5.159942e-07,-3.053759e-06,5.159941e-07,1.965518e-07,-2.231905e-07,1.965518e-07,1.699131e-07,-1.784140e-06,-4.460350e-07
5.873250e-09,-7.223793e-04,9.138172e-05,1.000000e-05,1.000000e-05,-8.408955e-07,-3.912473e-06,-8.408954e-07,1.121968e-07,-2.069314e-07,1.121968e-07,1.746224e-08,-1.788032e-06,-4.470081e-07
5.884250e-09,-7.717071e-04,6.823760e-05,1.000000e-05,1.000000e-05,-5.169016e-06,-5.629087e-06,-5.169016e-06,-1.785771e-07,-8.209481e-08,-1.785770e-07,-4.392489e-07,-1.977542e-06,-4.943856e-07
5.895250e-09,-8.175785e-04,4.477954e-05,1.000000e-05,1.000000e-05,-3.008383e-05,-1.010824e-05,-3.008383e-05,-1.996107e-06,1.014525e-06,-1.996107e-06,-2.977689e-06,-3.262284e-06,-8.155710e-07
5.906250e-09,-8.618124e-04,2.109031e-05,1.000000e-05,1.000000e-05,-6.709958e-05,-3.341615e-05,-6.709958e-05,-4.215181e-06,1.488601e-06,-4.215181e-06,-6.941761e-06,-5.552705e-06,-1.388176e-06
5.917250e-09,-8.953790e-04,-2.730853e-06,1.000000e-05,1.000000e-05,-6.470435e-05,-9.056190e-05,-6.470435e-05,-2.410477e-06,-2.619474e-06,-2.410477e-06,-7.440427e-06,-5.885294e-06,-1.471323e-06
5.928250e-09,-9.300583e-04,-2.644005e-05,1.000000e-05,1.000000e-05,-6.601446e-05,-9.414549e-05,-6.601446e-05,-2.413783e-06,-2.795223e-06,-2.413783e-06,-7.622789e-06,-5.914986e-06,-1.478746e-06
5.939250e-09,-9.591047e-04,-5.014748e-05,1.000000e-05,1.000000e-05,-6.666001e-05,-9.544626e-05,-6.666001e-05,-2.422797e-06,-2.847981e-06,-2.422797e-06,-7.693576e-06,-6.073766e-06,-1.518442e-06
5.950250e-09,-9.827391e-04,-7.352395e-05,1.000000e-05,1.000000e-05,-6.592155e-05,-9.615534e-05,-6.592155e-05,-2.341280e-06,-2.938011e-06,-2.341280e-06,-7.620570e-06,-6.139907e-06,-1.534977e-06
5.961250e-09,-1.002312e-03,-9.657764e-05,1.000000e-05,1.000000e-05,-6.628713e-05,-9.638582e-05,-6.628713e-05,-2.357758e-06,-2.931928e-06,-2.357758e-06,-7.647445e-06,-6.301376e-06,-1.575344e-06
5.972250e-09,-1.017737e-03,-1.191847e-04,1.000000e-05,1.000000e-05,-6.626762e-05,-9.640862e-05,-6.626762e-05,-2.346117e-06,-2.932138e-06,-2.346117e-06,-7.624373e-06,-6.542835e-06,-1.635709e-06
5.983250e-09,-1.027034e-03,-1.412031e-04,1.000000e-05,1.000000e-05,-6.592389e-05,-9.630387e-05,-6.592389e-05,-2.310242e-06,-2.941138e-06,-2.310242e-06,-7.561622e-06,-6.832074e-06,-1.708019e-06
5.994250e-09,-1.032374e-03,-1.625515e-04,1.000000e-05,1.000000e-05,-6.594800e-05,-9.611657e-05,-6.594800e-05,-2.301136e-06,-2.922494e-06,-2.301136e-06,-7.524767e-06,-7.248364e-06,-1.812091e-06
6.005250e-09,-1.032529e-03,-1.831306e-04,1.000000e-05,1.000000e-05,-6.581038e-05,-9.592551e-05,-6.581038e-05,-2.272579e-06,-2.910916e-06,-2.272579e-06,-7.456074e-06,-7.833900e-06,-1.958475e-06
6.016250e-09,-1.027539e-03,-2.028284e-04,1.000000e-05,1.000000e-05,-6.561020e-05,-9.572735e-05,-6.561020e-05,-2.229899e-06,-2.899908e-06,-2.229899e-06,-7.359706e-06,-8.657723e-06,-2.164431e-06
6.027250e-09,-1.017940e-03,-2.215578e-04,1.000000e-05,1.000000e-05,-6.551791e-05,-9.549354e-05,-6.551791e-05,-2.181076e-06,-2.876253e-06,-2.181076e-06,-7.238406e-06,-9.884844e-06,-2.471211e-06
6.038250e-09,-1.003322e-03,-2.392299e-04,1.000000e-05,1.000000e-05,-6.533714e-05,-9.517779e-05,-6.533714e-05,-2.099909e-06,-2.844642e-06,-2.099909e-06,-7.044460e-06,-1.181679e-05,-2.954198e-06
6.049250e-09,-9.839272e-04,-2.557531e-04,1.000000e-05,1.000000e-05,-6.509985e-05,-9.467890e-05,-6.509985e-05,-1.965385e-06,-2.789335e-06,-1.965385e-06,-6.720104e-06,-1.512874e-05,-3.782185e-06
6.060250e-09,-9.598736e-04,-2.710360e-04,1.000000e-05,1.000000e-05,-6.480038e-05,-9.385300e-05,-6.480038e-05,-1.710822e-06,-2.682263e-06,-1.710822e-06,-6.103908e-06,-2.161732e-05,-5.404330e-06
6.071250e-09,-9.312144e-04,-2.849497e-04,1.000000e-05,1.000000e-05,-6.427416e-05,-9.248323e-05,-6.427416e-05,-1.102415e-06,-2.458252e-06,-1.102415e-06,-4.663083e-06,-3.708028e-05,-9.270069e-06
6.082250e-09,-8.981103e-04,-2.979419e-04,1.000000e-05,1.000000e-05,-6.335436e-05,-9.022869e-05,-6.335436e-05,3.758120e-07,-1.968967e-06,3.758120e-07,-1.217343e-06,-7.461531e-05,-1.865383e-05
6.093250e-09,-8.607343e-04,-3.090186e-04,1.000000e-05,1.000000e-05,-6.252931e-05,-8.667554e-05,-6.252931e-05,1.109312e-06,-1.567274e-06,1.109312e-06,6.513507e-07,-9.422929e-05,-2.355732e-05
6.104250e-09,-8.192561e-04,-3.187498e-04,1.000000e-05,1.000000e-05,-6.163558e-05,-8.031367e-05,-6.163558e-05,1.114821e-06,-1.145208e-06,1.114821e-06,1.084435e-06,-9.709710e-05,-2.427427e-05
6.115250e-09,-7.739658e-04,-3.269839e-04,1.000000e-05,1.000000e-05,-6.040481e-05,-6.658801e-05,-6.040481e-05,8.755656e-07,-2.466367e-07,8.755656e-07,1.504494e-06,-9.828882e-05,-2.457220e-05
6.126250e-09,-7.246482e-04,-3.336565e-04,1.000000e-05,1.000000e-05,-5.869260e-05,-2.643078e-05,-5.869260e-05,-1.100246e-07,2.452903e-06,-1.100246e-07,2.232853e-06,-9.833575e-05,-2.458394e-05
6.137250e-09,-6.719951e-04,-3.387346e-04,1.000000e-05,1.000000e-05,-5.534408e-05,2.735781e-06,-5.534408e-05,-6.810127e-07,4.289570e-06,-6.810127e-07,2.927545e-06,-9.776788e-05,-2.444197e-05
6.148250e-09,-6.163287e-04,-3.422010e-04,1.000000e-05,1.000000e-05,-4.775946e-05,3.270844e-06,-4.775946e-05,-1.191213e-07,3.894253e-06,-1.191213e-07,3.656011e-06,-9.700336e-05,-2.425084e-05
6.159250e-09,-5.569486e-04,-3.440507e-04,1.000000e-05,1.000000e-05,-1.671868e-05,2.662572e-06,-1.671868e-05,2.275593e-06,2.086021e-06,2.275593e-06,6.637206e-06,-9.430338e-05,-2.357584e-05
6.170250e-09,-4.952381e-04,-3.441894e-04,1.000000e-05,1.000000e-05,4.518729e-06,2.375171e-06,4.518729e-06,3.858292e-06,8.442027e-07,3.858292e-06,8.560786e-06,-9.112362e-05,-2.278091e-05
6.181250e-09,-4.337730e-04,-3.427638e-04,1.000000e-05,1.000000e-05,5.114678e-06,2.179722e-06,5.114678e-06,3.896944e-06,7.934350e-07,3.896944e-06,8.587324e-06,-9.075293e-05,-2.268823e-05
6.192250e-09,-3.658208e-04,-3.396706e-04,1.000000e-05,1.000000e-05,6.166716e-06,2.026744e-06,6.166716e-06,3.968760e-06,7.195240e-07,3.968760e-06,8.657044e-06,-9.032762e-05,-2.258191e-05
6.203250e-09,-2.992807e-04,-3.349432e-04,1.000000e-05,1.000000e-05,6.036750e-06,1.960732e-06,6.036750e-06,3.937632e-06,7.163024e-07,3.937632e-06,8.591567e-06,-8.975022e-05,-2.243756e-05
6.214250e-09,-2.302927e-04,-3.286397e-04,1.000000e-05,1.000000e-05,6.264589e-06,1.879648e-06,6.264589e-06,3.921757e-06,6.883871e-07,3.921757e-06,8.531901e-06,-8.882007e-05,-2.220502e-05
6.225250e-09,-1.597253e-04,-3.207586e-04,1.000000e-05,1.000000e-05,6.555969e-06,1.823363e-06,6.555969e-06,3.882289e-06,6.513212e-07,3.882289e-06,8.415899e-06,-8.717435e-05,-2.179359e-05
6.236250e-09,-8.927535e-05,-3.113451e-04,1.000000e-05,1.000000e-05,6.453704e-06,1.787627e-06,6.453704e-06,3.761641e-06,6.248849e-07,3.761641e-06,8.148167e-06,-8.427267e-05,-2.106817e-05
6.247250e-09,-1.784171e-05,-3.004620e-04,1.000000e-05,1.000000e-05,6.450820e-06,1.742821e-06,6.450820e-06,3.556643e-06,5.680453e-07,3.556643e-06,7.681332e-06,-7.900411e-05,-1.975103e-05
6.258250e-09,5.356081e-05,-2.881773e-04,1.000000e-05,1.000000e-05,6.360794e-06,1.688456e-06,6.360793e-06,3.139695e-06,4.617405e-07,3.139695e-06,6.741131e-06,-6.848682e-05,-1.712170e-05
6.269250e-09,1.246163e-04,-2.745690e-04,1.000000e-05,1.000000e-05,5.902727e-06,1.575612e-06,5.902727e-06,2.118179e-06,2.211302e-07,2.118179e-06,4.457487e-06,-4.322007e-05,-1.080502e-05
6.280250e-09,1.951458e-04,-2.590556e-04,1.000000e-05,1.000000e-05,5.300652e-06,1.407180e-06,5.300652e-06,4.650786e-07,-1.778619e-07,4.650786e-07,7.522953e-07,-2.056758e-06,-5.141895e-07
6.291250e-09,2.647759e-04,-2.430852e-04,1.000000e-05,1.000000e-05,5.105805e-06,1.434891e-06,5.105805e-06,1.631618e-07,-2.397049e-07,1.631618e-07,8.661869e-08,5.245643e-06,1.311411e-06
6.302250e-09,3.330537e-04,-2.256770e-04,1.000000e-05,1.000000e-05,4.923100e-06,1.523832e-06,4.923100e-06,1.960562e-07,-2.102060e-07,1.960562e-07,1.819064e-07,3.966975e-06,9.917436e-07
6.313250e-09,3.997966e-04,-2.071770e-04,1.000000e-05,1.000000e-05,4.701089e-06,1.639977e-06,4.701089e-06,2.043799e-07,-1.820170e-07,2.043799e-07,2.267429e-07,3.216751e-06,8.041878e-07
6.324250e-09,4.646366e-04,-1.876880e-04,1.000000e-05,1.000000e-05,4.370452e-06,1.798617e-06,4.370452e-06,1.914848e-07,-1.477528e-07,1.914849e-07,2.352169e-07,2.756497e-06,6.891241e-07
6.335250e-09,5.272216e-04,-1.673029e-04,1.000000e-05,1.000000e-05,3.884535e-06,2.017471e-06,3.884535e-06,1.589161e-07,-1.020576e-07,1.589161e-07,2.157747e-07,2.438560e-06,6.096401e-07
6.346250e-09,5.873172e-04,-1.461200e-04,1.000000e-05,1.000000e-05,3.162256e-06,2.327446e-06,3.162256e-06,1.019022e-07,-3.756484e-08,1.019022e-07,1.662395e-07,2.196957e-06,5.492393e-07
6.357250e-09,6.445909e-04,-1.242382e-04,1.000000e-05,1.000000e-05,1.948145e-06,2.786686e-06,1.948145e-06,9.042388e-11,6.452679e-08,9.046976e-11,6.470769e-08,1.987878e-06,4.969694e-07
6.368250e-09,6.987659e-04,-1.017640e-04,1.000000e-05,1.000000e-05,-4.412011e-07,3.506641e-06,-4.412013e-07,-2.021846e-07,2.508011e-07,-2.021847e-07,-1.535682e-07,1.756920e-06,4.392300e-07
6.379250e-09,7.494279e-04,-7.880208e-05,1.000000e-05,1.000000e-05,-6.878836e-06,4.723283e-06,-6.878837e-06,-7.351001e-07,7.002137e-07,-7.351002e-07,-7.699866e-07,1.343630e-06,3.359076e-07
6.390250e-09,7.951235e-04,-5.545421e-05,1.000000e-05,1.000000e-05,-4.057547e-05,6.877110e-06,-4.057547e-05,-3.420405e-06,2.755631e-06,-3.420405e-06,-4.085180e-06,-4.652112e-07,-1.163028e-07
6.401250e-09,8.417180e-04,-3.189791e-05,1.000000e-05,1.000000e-05,-6.315884e-05,5.804802e-06,-6.315884e-05,-5.140139e-06,3.960552e-06,-5.140139e-06,-6.319727e-06,-1.920583e-06,-4.801458e-07
6.412250e-09,8.806810e-04,-8.078562e-06,1.000000e-05,1.000000e-05,-6.380142e-05,5.155359e-06,-6.380142e-05,-5.174055e-06,3.951153e-06,-5.174055e-06,-6.396957e-06,-1.902836e-06,-4.757091e-07
6.423250e-09,9.144758e-04,1.567006e-05,1.000000e-05,1.000000e-05,-6.579725e-05,5.474509e-06,-6.579725e-05,-5.338322e-06,4.086266e-06,-5.338322e-06,-6.590378e-06,-2.013704e-06,-5.034260e-07
6.434250e-09,9.460189e-04,3.938821e-05,1.000000e-05,1.000000e-05,-6.548661e-05,9.125525e-06,-6.548661e-05,-5.415631e-06,4.322999e-06,-5.415631e-06,-6.508263e-06,-2.015456e-06,-5.038641e-07
6.445250e-09,9.718777e-04,6.293591e-05,1.000000e-05,1.000000e-05,-6.631778e-05,5.197710e-05,-6.631778e-05,-6.692104e-06,7.349364e-06,-6.692104e-06,-6.034844e-06,-1.756272e-06,-4.390680e-07
6.456250e-09,9.937246e-04,8.614803e-05,1.000000e-05,1.000000e-05,-6.726763e-05,9.784474e-05,-6.726763e-05,-8.063414e-06,1.059206e-05,-8.063414e-06,-5.534771e-06,-1.474234e-06,-3.685586e-07
6.467250e-09,1.011214e-03,1.089711e-04,1.000000e-05,1.000000e-05,-6.716644e-05,9.839243e-05,-6.716644e-05,-8.069635e-06,1.062478e-05,-8.069634e-06,-5.514491e-06,-1.500333e-06,-3.750833e-07
6.478250e-09,1.023581e-03,1.312739e-04,1.000000e-05,1.000000e-05,-6.737886e-05,9.831425e-05,-6.737886e-05,-8.082808e-06,1.063166e-05,-8.082808e-06,-5.533958e-06,-1.542026e-06,-3.855065e-07
6.489250e-09,1.030446e-03,1.529389e-04,1.000000e-05,1.000000e-05,-6.759784e-05,9.815274e-05,-6.759784e-05,-8.092874e-06,1.063345e-05,-8.092874e-06,-5.552302e-06,-1.616966e-06,-4.042416e-07
6.500250e-09,1.033109e-03,1.738794e-04,1.000000e-05,1.000000e-05,-6.762171e-05,9.793977e-05,-6.762171e-05,-8.085380e-06,1.062086e-05,-8.085380e-06,-5.549900e-06,-1.704937e-06,-4.262343e-07
6.511250e-09,1.030418e-03,1.939914e-04,1.000000e-05,1.000000e-05,-6.777719e-05,9.772751e-05,-6.777719e-05,-8.086969e-06,1.061608e-05,-8.086969e-06,-5.557860e-06,-1.830430e-06,-4.576076e-07
6.522250e-09,1.022903e-03,2.131736e-04,1.000000e-05,1.000000e-05,-6.791264e-05,9.749569e-05,-6.791264e-05,-8.083874e-06,1.060947e-05,-8.083874e-06,-5.558275e-06,-2.020670e-06,-5.051676e-07
6.533250e-09,1.010565e-03,2.313395e-04,1.000000e-05,1.000000e-05,-6.798189e-05,9.719654e-05,-6.798189e-05,-8.069621e-06,1.059552e-05,-8.069621e-06,-5.543726e-06,-2.312627e-06,-5.781568e-07
6.544250e-09,9.933404e-04,2.484020e-04,1.000000e-05,1.000000e-05,-6.806178e-05,9.674293e-05,-6.806178e-05,-8.044222e-06,1.057341e-05,-8.044222e-06,-5.515032e-06,-2.800799e-06,-7.001997e-07
6.555250e-09,9.713812e-04,2.642791e-04,1.000000e-05,1.000000e-05,-6.806538e-05,9.598864e-05,-6.806538e-05,-7.988075e-06,1.053035e-05,-7.988075e-06,-5.445798e-06,-3.703907e-06,-9.259767e-07
6.566250e-09,9.448089e-04,2.788997e-04,1.000000e-05,1.000000e-05,-6.794962e-05,9.472139e-05,-6.794962e-05,-7.868288e-06,1.045530e-05,-7.868288e-06,-5.281281e-06,-5.622971e-06,-1.405743e-06
6.577250e-09,9.137093e-04,2.922094e-04,1.000000e-05,1.000000e-05,-6.766663e-05,9.260148e-05,-6.766663e-05,-7.591797e-06,1.034277e-05,-7.591797e-06,-4.840825e-06,-1.059673e-05,-2.649182e-06
6.588250e-09,8.782573e-04,3.042036e-04,1.000000e-05,1.000000e-05,-6.701697e-05,8.899354e-05,-6.701697e-05,-6.788294e-06,1.022541e-05,-6.788294e-06,-3.351180e-06,-2.723206e-05,-6.808015e-06
6.599250e-09,8.386228e-04,3.142212e-04,1.000000e-05,1.000000e-05,-6.566937e-05,8.225993e-05,-6.566937e-05,-4.538432e-06,1.019220e-05,-4.538432e-06,1.115339e-06,-7.718892e-05,-1.929723e-05
6.610250e-09,7.951377e-04,3.234104e-04,1.000000e-05,1.000000e-05,-6.429921e-05,6.624929e-05,-6.429921e-05,-3.359240e-06,9.163622e-06,-3.359240e-06,2.445142e-06,-9.307684e-05,-2.326921e-05
6.621250e-09,7.470281e-04,3.308153e-04,1.000000e-05,1.000000e-05,-6.213105e-05,1.914048e-05,-6.213105e-05,-1.783299e-06,5.785255e-06,-1.783299e-06,2.218657e-06,-9.521069e-05,-2.380267e-05
6.632250e-09,6.963632e-04,3.366185e-04,1.000000e-05,1.000000e-05,-5.902336e-05,-5.483548e-06,-5.902336e-05,-8.018632e-07,3.908729e-06,-8.018631e-07,2.305003e-06,-9.631921e-05,-2.407980e-05
6.643250e-09,6.422838e-04,3.408227e-04,1.000000e-05,1.000000e-05,-5.292238e-05,-3.306044e-06,-5.292238e-05,-3.743888e-07,3.718724e-06,-3.743888e-07,2.969946e-06,-9.632856e-05,-2.408214e-05
6.654250e-09,5.863092e-04,3.433773e-04,1.000000e-05,1.000000e-05,-3.027228e-05,-2.303704e-06,-3.027228e-05,1.352874e-06,2.505257e-06,1.352874e-06,5.211005e-06,-9.487911e-05,-2.371978e-05
6.665250e-09,5.260688e-04,3.443429e-04,1.000000e-05,1.000000e-05,2.712782e-06,-2.017889e-06,2.712782e-06,3.850008e-06,6.430275e-07,3.850008e-06,8.343044e-06,-9.146085e-05,-2.286521e-05
6.676250e-09,4.613778e-04,3.436401e-04,1.000000e-05,1.000000e-05,2.013977e-06,-1.657155e-06,2.013977e-06,3.790533e-06,7.089753e-07,3.790533e-06,8.290041e-06,-9.162782e-05,-2.290696e-05
6.687250e-09,3.963130e-04,3.412620e-04,1.000000e-05,1.000000e-05,2.521605e-06,-1.491679e-06,2.521605e-06,3.837463e-06,6.949299e-07,3.837462e-06,8.369855e-06,-9.190791e-05,-2.297698e-05
6.698250e-09,3.306517e-04,3.372907e-04,1.000000e-05,1.000000e-05,2.854856e-06,-1.349676e-06,2.854856e-06,3.866004e-06,6.876831e-07,3.866004e-06,8.419690e-06,-9.205770e-05,-2.301442e-05
6.709250e-09,2.611966e-04,3.317026e-04,1.000000e-05,1.000000e-05,2.586766e-06,-1.234938e-06,2.586766e-06,3.838205e-06,7.098610e-07,3.838205e-06,8.386271e-06,-9.197743e-05,-2.299436e-05
6.720250e-09,1.920747e-04,3.245197e-04,1.000000e-05,1.000000e-05,2.738114e-06,-1.178578e-06,2.738113e-06,3.827466e-06,6.997456e-07,3.827466e-06,8.354677e-06,-9.143352e-05,-2.285838e-05
6.731250e-09,1.214684e-04,3.157976e-04,1.000000e-05,1.000000e-05,2.795711e-06,-1.137402e-06,2.795711e-06,3.777942e-06,6.855301e-07,3.777942e-06,8.241415e-06,-9.007872e-05,-2.251968e-05
6.742250e-09,5.022482e-05,3.055627e-04,1.000000e-05,1.000000e-05,2.653528e-06,-1.121656e-06,2.653528e-06,3.660514e-06,6.669665e-07,3.660514e-06,7.987995e-06,-8.737791e-05,-2.184448e-05
6.753250e-09,-2.109785e-05,2.938631e-04,1.000000e-05,1.000000e-05,2.646699e-06,-1.144524e-06,2.646699e-06,3.459094e-06,6.130535e-07,3.459094e-06,7.531241e-06,-8.222461e-05,-2.055615e-05
6.764250e-09,-9.232834e-05,2.807491e-04,1.000000e-05,1.000000e-05,2.513681e-06,-1.206986e-06,2.513681e-06,3.041754e-06,5.093307e-07,3.041754e-06,6.592840e-06,-7.177947e-05,-1.794487e-05
6.775250e-09,-1.632306e-04,2.662569e-04,1.000000e-05,1.000000e-05,2.126908e-06,-1.359337e-06,2.126908e-06,2.050946e-06,2.682285e-07,2.050946e-06,4.370120e-06,-4.712386e-05,-1.178097e-05
6.786250e-09,-2.332478e-04,2.508289e-04,1.000000e-05,1.000000e-05,1.676230e-06,-1.578900e-06,1.676230e-06,5.875244e-07,-9.673434e-08,5.875244e-07,1.078314e-06,-1.046483e-05,-2.616208e-06
6.797250e-09,-3.021657e-04,2.337396e-04,1.000000e-05,1.000000e-05,1.590411e-06,-1.665025e-06,1.590411e-06,3.197411e-07,-1.667936e-07,3.197411e-07,4.726886e-07,-3.730756e-06,-9.326889e-07
6.808250e-09,-3.697090e-04,2.157144e-04,1.000000e-05,1.000000e-05,1.554932e-06,-1.751536e-06,1.554932e-06,2.868013e-07,-1.793341e-07,2.868013e-07,3.942684e-07,-2.899031e-06,-7.247579e-07
6.819250e-09,-4.354097e-04,1.966624e-04,1.000000e-05,1.000000e-05,1.530723e-06,-1.868949e-06,1.530723e-06,2.704375e-07,-1.907834e-07,2.704375e-07,3.500917e-07,-2.446020e-06,-6.115049e-07
